312|zegarek jordan keer|i711|50||x|1|31.05.2021|||TAK|
313|Huawei y7 2018|869407039166571|200|300|ładowaka , puderłko|0|01.06.2021|17.06.2021||NIE|
314|huawei y6 2018 |868687042564166|160|260|pudełko ładowarka|0|01.06.2021|08.06.2021||NIE|
315|oppo a15|869923056338398|280|400|pudełko ładowarka paragon|0|01.06.2021|08.06.2021||NIE|
316|SAMSUNG A20E |356632510158557/01|200|320|KPL|0|01.06.2021|02.06.2021||NIE|
317|REDMI 8|861976044415734|250|350|KPL|0|01.06.2021|02.06.2021||NIE|
318|REDMI NOTE 9 |867118058708530/01|300|430|KPL|0|01.06.2021|01.06.2021||NIE|
319|P30 LITE |863451046901600|230|415|KPL|0|01.06.2021|13.07.2021||NIE|
320|IPHONE 6S+ |355734072231991|360|460|NIC|0|01.06.2021|24.06.2021||NIE|
321|REDMI 8A |863265045511339/01|230|340|KPL|0|01.06.2021|08.07.2021||NIE|
322|SAMSUNG M21 |355384116873372/01|250|470|KPL |0|01.06.2021|09.07.2021||NIE|
323|JBL FREE 2|ND0751-JK0067963|100|200|KPL|0|01.06.2021|15.06.2021||NIE|
324|Łańcuszek złoty 1,59gr|00000|240||00000|1|02.06.2021||1|TAK|
325|Łańcuszek złoty 1,48gr|162/10|220||162/10|1|02.06.2021||2|TAK|
326|Łańcuszek złoty 2,33gr|349/01|280|410|349/01|0|02.06.2021|27.08.2021|3|NIE|
327|Łańcuszek złoty 1,49gr|00000|180|270|0000|0|02.06.2021|15.06.2021|4|NIE|
328|Łańcuszek złoty 3,51gr|182/03|245|410|182/03|0|02.06.2021|17.01.2022|5|NIE|
329|Łańcuszek złoty 1,86gr|361/03|220|330|361/03|0|02.06.2021|23.06.2021|6|NIE|
330|Łańcuszek srebny 8,43gr|000000|13|65|00000|0|02.06.2021|05.07.2021|1s|NIE|
331|Bransoletka złota 6,16gr|000000|740|1200|000000|0|02.06.2021|09.12.2021|7|NIE|
332|Zawieszka złota 4,17gr|171/09|420|550|171/09|0|02.06.2021|04.10.2021|8|NIE|
333|Zawieszka złota 3,19gr|52/03|225||52/03|1|02.06.2021||9|TAK|
334|Zawieszka złota 1,02gr|202/10|100|180|202/10|0|02.06.2021|05.07.2021|10|NIE|
335|Zawieszka złota 1,13gr|262/12|120|170|262/12|0|02.06.2021|05.07.2021|11|NIE|
336|Zawieszka złota 1,03gr|125/01|120|170|125/01|0|02.06.2021|19.07.2021|12|NIE|
337|Zawieszka złota 0,73gr|00000|90||00000|1|02.06.2021||13|TAK|
338|Zawieszka złota 0,65gr|000000|80||000000|1|02.06.2021||14|TAK|
339|Zawieszka złota 0,52gr|361/03|60|90|361/03|0|02.06.2021|17.06.2021|15|NIE|
340|Zawieszka złota 1,36gr|142/04|140|210|142/04|0|02.06.2021|29.06.2021|16|NIE|
341|Zawieszka złota 0,34gr|000000|40|70|000000|0|02.06.2021|22.12.2021|17|NIE|
342|Kolczyki złote 1,79gr|349/01|215|300|349/01|0|02.06.2021|16.08.2021|18|NIE|
343|Kolczyki złote 1,13gr|262/12|110|170|262/12|0|02.06.2021|05.07.2021|19|NIE|
344|Kolczyki złote 0,71gr|00000|70|145|00000|0|02.06.2021|03.11.2021|20|NIE|
345|Kolczyki złote 0,36gr|361/03|40|75|361/03|0|02.06.2021|03.03.2022|21|NIE|
346|Obrączka złota 5,87gr|361/03|700||361/03|1|02.06.2021||22|TAK|
347|Obrączka złota 5,33gr|348/01|560|960|348/01|0|02.06.2021|12.07.2021|23|NIE|
348|Obrączka złota 4,06gr|184/04|480||184/04|1|02.06.2021||24|TAK|
349|Obrączka złota 3,93gr|14/03|390||14/03|1|02.06.2021||25|TAK|
350|Obrączka złota 3,07gr|306/12|330||306/12|1|02.06.2021||26|TAK|
351|Obrączka złota 3,01gr|182/03|210|380|182/03|0|02.06.2021|05.08.2021|27|NIE|
352|Obrączka złota 3gr|313/01|220||313/01|1|02.06.2021||28|TAK|
353|Obrączka złota 3,94gr|00000|280|450|0000|0|02.06.2021|03.03.2022|29|NIE|
354|Obrączka złota 2,81gr|361/03|250||361/03|1|02.06.2021||30|TAK|
355|Obrączka złota 3,22gr|000000|225||00000|1|02.06.2021||31|TAK|
356|Pierścionek złoty 4,31gr|254/02|650|850|254/02|0|02.06.2021|05.07.2021|32|NIE|
357|Pierścionek złoty 6,39gr|361/03|640|960|361/03|0|02.06.2021|11.03.2022|33|NIE|
358|Pierścionek złoty 2,63gr|127/07|400|560|127/07|0|02.06.2021|19.11.2021|34|NIE|
359|Pierścionek złoty 3,02gr|132/02|360|500|132/02|0|02.06.2021|05.07.2021|35|NIE|
360|Pierścionek złoty 2,87gr|000000|290||00000|1|02.06.2021||36|TAK|
361|Pierścionek złoty 1,91gr|18/01|210|340|18/01|0|02.06.2021|05.08.2021|37|NIE|
362|Pierścionek złoty 1,84gr|361/03|220||361/03|1|02.06.2021||38|TAK|
363|Pierścionek złoty 1,84gr|332/03|200||332/03|1|02.06.2021||39|TAK|
364|Pierścionek złoty 1,46gr|199/11|150|260|199/11|0|02.06.2021|10.08.2021|40|NIE|
365|Pierścionek złoty 1,94gr|150/06|100|210|150/06|0|02.06.2021|03.07.2021|41|NIE|
366|Pierścionek złoty 1,30gr|361/03|160|220|361/03|0|02.06.2021|28.08.2021|42|NIE|
367|Kolczyki srebne 4,82gr|00000|8|28|000000|0|02.06.2021|05.06.2021|2s|NIE|
368|Kolczyki złote 0,97gr|4/07|70|90|4/07|0|02.06.2021|09.07.2021|43|NIE|
369|Kolczyki złote 1,37gr|308/06|100|160|308/06|0|02.06.2021|04.12.2021|44|NIE|
370|MOTO E7 PLUS |355547115203318/07|250|380|KPL|0|02.06.2021|22.06.2021||NIE|
371|ACER E1-571-3124G50 |15127133400|200|420|LAD|0|02.06.2021|15.06.2021||NIE|
372|ASUS K541U|JBN0CXIRR0CY482|450|550|LAD|0|02.06.2021|14.06.2021||NIE|
373|CANON 1200D  DS126491 |193073121491|350|500|OBIEKTYW + ŁADOWARKA + TORBA |0|02.06.2021|29.06.2021||NIE|
374|samsung le23r81b |63343hdpb00461a|80|200|PILOT |0|02.06.2021|10.06.2021||NIE|
375| samsung le23r81b |63343hdq501158b|80||PILOT |1|02.06.2021|||TAK|
376|MOTO E7 PLUS |351875091166991|200|340|KPL|0|02.06.2021|17.07.2021||NIE|
377|HUAWEI B529S-23A|864439033577706|80|250|KPL|0|02.06.2021|26.02.2022||NIE|
378|HUAWEI P30 LITE|866467046965905|300|450|TEL|0|02.06.2021|31.07.2021||NIE|
379|thomson 28HZ4233|Z1505016498|380||TEL|1|02.06.2021||USZKODZONY|TAK|
380|HUAWEI NOVA 3|869462034067043|300|530|KPL|0|04.06.2021|04.08.2021||NIE|
381|ŁAŃCUSZEK ZŁOTY 1,37 GR|26/06/21|70||ZŁOM |1|04.06.2021||45|TAK|
382|BRANSOLETKA ZŁOTA 2,55 GR|26/06/21|150||ZŁOM|1|04.06.2021||46|TAK|
383|huawei watch gt sport|udfga20307000320|150|220|zegarek ład|0|04.06.2021|25.06.2021|zielony pasek|NIE|
384|samsung fit 2|r9yn90fy8hj|50|90|kpl|0|04.06.2021|30.07.2021|brak w programie lomb|NIE|
385|RADIO JVC KD-X141|062X8438|60||RADIO|1|04.06.2021|||TAK|
386|acer aspire e5-571g-35mm|nxmrfep004525040aa3400|500|720|kpl|0|04.06.2021|21.06.2021||NIE|
387|lg k10 2017|354947084635758|100|280|kpl|0|05.06.2021|21.07.2021||NIE|
388|kinect do xbox 360|x|20||x|1|05.06.2021|||TAK|
389|konsola ps4 slim|03274525736338165 |450|720|pad|0|05.06.2021|01.09.2021||NIE|
390|pad ps4|x|70|130|x|0|05.06.2021|30.07.2021||NIE|
391|pad xbox 360|05882181546828|30|30|x|0|05.06.2021|17.03.2022||NIE|
392|xbox 360|116344234108|130|250|pad zasilacz|0|05.06.2021|10.06.2021||NIE|
393|SAMSUNG A6+|355612090570865/01|260|360|KPL|0|08.06.2021|19.06.2021||NIE|
394|MSI MS-17F2   KPL + MYSZKA BLOODY V8M  + SŁUCHAWKI GENESS NEON360  |K1909N0072184 / 439351936 /  11071928016|1900|1900|KPL|0|08.06.2021|13.08.2021||NIE|
395|oPPO RENO 5 5G |864129050609215|800|1250|KPL|0|08.06.2021|30.06.2021||NIE|
396|SAMSUNG S21 5G|352859303576279/01|2400|2840|KPL|0|09.06.2021|23.06.2021||NIE|
397|CANON IR1018   F1891200 |21THW31626|250|250|NIC -|0|09.06.2021|17.03.2022||NIE|
398|samsung a5 16 |354313084539013/01|200|270|ład|0|09.06.2021|20.08.2021||NIE|
399|PIERŚCIONEK ZŁOTY |316/05|180|270||0|09.06.2021|02.07.2021|47|NIE|
400|PIERŚCIONEK ZŁOTY 1,68 GR|390/02|160|290||0|10.06.2021|24.07.2021|48|NIE|
401|ZAWIESZKA ZŁOTA 0,88 GR|135/05|100|150||0|10.06.2021|23.06.2021|49|NIE|
402|ZAWIESZKA ZŁOTA  0,88 GR |ZŁOM|100|145||0|10.06.2021|28.07.2021|50|NIE|
403|KOLCZYKI ZŁOTE 2,65 GR|361/12|270|460||0|10.06.2021|05.07.2021|51|NIE|
404|ŁAŃCUSZEK ZŁOTY 1,42 GR|307/05|170|250||0|10.06.2021|17.06.2021|52|NIE|
405|OBRĄCZKA ZŁOTA 5,16 GR|107/06|650|||1|10.06.2021||61|TAK|
406|OBRĄCZKA ZŁOTA 2,85 GR |107/06|350|||1|10.06.2021||62|TAK|
407|PIERŚCIONEK ZŁOTY 0,81 GR |107/06|100|150||0|10.06.2021|15.02.2022|63|NIE|
408|PIERŚCIONEK ZŁOTY |107/06|200|220||0|10.06.2021|15.07.2021|64|NIE|
409|SAMSUNG S21 +|352630603805761|1900|3250|KPL|0|10.06.2021|29.07.2021||NIE|
410|HUAWEI P SMART 2019 |869053047829139|250|350|PUDEŁKO ŁADOWARKA |0|11.06.2021|24.06.2021||NIE|
411|REDMI NOTE 8 |865032046177421|265|440|KPL|0|11.06.2021|04.08.2021||NIE|
412|HUAWEI B525|867670041239114|130|230|KPL|0|11.06.2021|25.06.2021||NIE|
413|iphone 7 |356559084058176|520|580|pudełko łAD|0|12.06.2021|14.10.2021||NIE|
414|HUAWEI B525|867670044656256|100|220|KPL|0|12.06.2021|22.06.2021||NIE|
415|PS4 |03274524615737707|500|820|KONSOLA 1 PAD |0|12.06.2021|31.08.2021||NIE|
416|XBOX 360|03274524615737707|150|260|-|0|14.06.2021|09.07.2021||NIE|
417|KINECT DO XBOX 360 |053073324435|30|||1|14.06.2021|||TAK|
418|PAD DO XBOX 360|02880016364316|50|60||0|14.06.2021|10.07.2021||NIE|
419|SAMSUNG A6 |351715107388942/01|250|340|KPL|0|14.06.2021|26.06.2021||NIE|
420|LG XPOWER |35570905128108 |50||TEL|1|14.06.2021|||TAK|
421|ZTE MF 286 |868219024119429|150||KPL|1|14.06.2021|||TAK|
422|SAMSUNG J7 17 |359237094569204 |250|340|KPL|0|14.06.2021|24.06.2021||NIE|
423|HUAWEI Y6 18|868687045906794|290|270|KPL|0|14.06.2021|24.06.2021||NIE|
424|XBOX ONE S |120057673916|400|660|KPL|0|15.06.2021|25.06.2021||NIE|
425|REDMI NOTE 10 5G|860441056998672 |500|820|kpl|0|16.06.2021|22.06.2021||NIE|
426|HULAJNOGA ELEKTRYCZNA FRUGAL STORM CZARNY | GXL/TT-EL-851|500||KPL|1|16.06.2021|||TAK|
427|SAMSUNG A6+  |351918108592658 |230|410|KPL|0|16.06.2021|21.06.2021||NIE|
428|SAMSUNG S20 FE|351328119867489 |1300|1300|KPL|0|17.06.2021|21.06.2021||NIE|
429|SAMSUNGS20 FE| 35132811912649/8|1300|2150|KPL|0|17.06.2021|12.07.2021||NIE|
430|PIONEER  MVH-1400UB| 4988028144240|50|120||0|17.06.2021|22.02.2022||NIE|
431|HUAWEI P 20 LITE  |869828034897425|230|350|KPL|0|17.06.2021|02.10.2021||NIE|
432|MIKSER ELECTRIC 250W |BIAŁY |30||KPL|1|18.06.2021|||TAK|
433|SAMSUNG NOTE 10 LITE|355045112443045/01|550|1050|KPL|0|18.06.2021|24.06.2021||NIE|
434|xiaomi redmi note 8 pro|860752046361726|350|470|kpl|0|19.06.2021|15.07.2021||NIE|
435|samsung a5 2017|351555098241746|200|300|kpl|0|19.06.2021|29.06.2021||NIE|
436|MOTOROLA ONE FUSION +|351643111576957/05|400|550|KPL|0|21.06.2021|23.07.2021||NIE|
437|SAMSUNG A12|350396268105788|400|620|KPL|0|21.06.2021|14.10.2021||NIE|
438|samsung a50|356642107836024|450|550|kpl|0|22.06.2021|30.06.2021||NIE|
439|PS4 |08274522460672302 |380|380|PAD + OKABLOWANIE |0|22.06.2021|05.11.2021||NIE|
440|PAD |22112510253285|80|130|NIC |0|22.06.2021|08.07.2021||NIE|
441|HUAWEI P40 LITE| 863797059389202|350|430|KPL|0|22.06.2021|05.07.2021||NIE|
442|SAMSUNG A71 |350000023343342/01|700|970|kpl|0|23.06.2021|16.07.2021||NIE|
443|SAMSUNG A20E  NA CZĘŚCI | 3587911061480|180|300|NIC |0|23.06.2021|01.10.2021||NIE|
444|WKRĘTARKA AKUMULATOROWA| RICCO TOOLS  |15||KPL|1|24.06.2021|||TAK|
445|MIKROFALA LG MS-1907C |002KM01499|60|100|-|0|24.06.2021|02.08.2021||NIE|
446|ŁAŃCUSZEK ZŁOTY  1,41GR|260/06/21|170|||1|24.06.2021||52|TAK|
447|HAMMER 4 |354059100617347 |60|160|KPL|0|24.06.2021|02.07.2021||NIE|
448|SAMSUNG A8 18  |355624091258309/01|320|430|KPL|0|25.06.2021|08.07.2021||NIE|
449|samsung a51 |352248236572854|500|880|KPL|0|25.06.2021|06.07.2021||NIE|
450|Subwoofer aktywny Paradigm PDR-8 v.4|82468|250||x|1|28.06.2021|||TAK|
451|kompresor tc 20|X|100||KPL|1|28.06.2021|||TAK|
452|zgrzewarka pansam a124020|x|40|60|walizka|0|28.06.2021|28.07.2021||NIE|
453|SZLIFIERKA KĄTOWA MAKITA GA9050R 15976R|15976R|160|230|x|0|28.06.2021|21.07.2021||NIE|
454|DEDRA DED7839 |x|90|120|walizka |0|28.06.2021|17.03.2022|udar nie działa |NIE|
455|słuchawki kruger|x|40||pokrowiec czarny kruger|1|28.06.2021|||TAK|
456|HUAWEI P 30 LITE|864978045052893 |300|420|KPL|0|28.06.2021|22.07.2021||NIE|
457|LG SPIRIT| 358819066614174|40|150|ŁADOWARKA |0|28.06.2021|28.10.2021||NIE|
458|mata masująca bmd-01|008417a|300||PUDŁO|1|29.06.2021|||TAK|
459|motorola e5 355560091429617|motorola e5 355560091429617|150|250|KPL|0|29.06.2021|07.07.2021||NIE|
460|XIAOMI REDMI NOTE 9|868697059201008|350|400|KPL|0|29.06.2021|08.09.2021||NIE|
461|PIERŚCIONEK ZŁOTY  6,81  |297/06/21|480|750||0|29.06.2021|21.10.2021|53|NIE|
462|HUAWEI WATCH GT 46MM |20DA222BF976/99|150|250|KPL|0|29.06.2021|19.07.2021||NIE|
463|XBOX 360|026850734008|150|260|PAD ZASLACZ|0|30.06.2021|10.07.2021||NIE|
464|PAD QSMART|X|20|40|X|0|30.06.2021|21.12.2021||NIE|
465|SAMSUNG J3 17  |353757095255392/01|150|290|KPL|0|30.06.2021|14.07.2021||NIE|
466|ZŁOTO ZŁOM 54,57 GR|321/06/21|5288|5288||0|30.06.2021|17.03.2022|54|NIE|
467|MŁOT SPARKY K1640|200802646|790||NIC|1|01.07.2021|||TAK|
468|XIAOMI MI 9T|865485040672567|50|50|KPL|0|01.07.2021|17.03.2022|WISI NA LOGO|NIE|
469|NAWIGACJA TOMTOM 4AA53  | XR1388I01543|150|250|KPL|0|01.07.2021|06.08.2021||NIE|
470|PAD XBOX 360 |03880015813707|30|60||0|01.07.2021|29.07.2021|12/07|NIE|
471|PAD XBOX360 |03880038717649|30|60|NIC|0|01.07.2021|29.07.2021|12/07|NIE|
472|SUBWOOFEER VONYX  | FUSE 2A 250C |200|450|NIC|0|02.07.2021|27.08.2021|14/07|NIE|
473|CB RADIO CANVA  CB-583| N16120937|50|90|NIC|0|02.07.2021|28.12.2021|15/07|NIE|
474|RADIO SAMOCHODOWE  SONY XSP-N1BT |1528943|100||KPL|1|02.07.2021|||TAK|
475|BRANSOLETKA ZŁOTA 1,68 GR|25/07|225|||1|02.07.2021||55|TAK|
476|BRANSOLETKA ZŁOTA 1,70GR|25/07|225|300||0|02.07.2021|27.08.2021|56|NIE|
477|PIERŚCIONEK ZŁOTY 3,22 GR|25/07|400|550||0|02.07.2021|21.09.2021|57|NIE|
478|ZAWIESZKA ZŁOTA 1,16 GR|25/07|140|210||0|02.07.2021|09.08.2021|58|NIE|
479|ŁAŃCUSZEK ZŁOTY 8,09 GR|26/07|990|1300||0|02.07.2021|12.07.2021|59|NIE|
480|HAMMER ENERGY 2 |353813111469986/78|150|150|KPL|0|02.07.2021|29.12.2021||NIE|
481|google pixel 2 xl|358035088719368/52|600||kpl|1|03.07.2021|||TAK|
482|samsung s7 edge|35377308092887716|280|390|tel|0|03.07.2021|23.09.2021||NIE|
483|HUAWEI P8 LITE |869510021739063|100|210|KPL|0|05.07.2021|30.10.2021||NIE|
484|SAMSUNG S6 EDGE + | 353121072702431|150|380|NIC|0|05.07.2021|24.07.2021||NIE|
485|SAMSUNG S10 | 356127105687595/01 |999|1290|KPL|0|05.07.2021|14.07.2021||NIE|
486|BRANZOLETKA  SREBRNA |114/03|80|||1|06.07.2021||60 S |TAK|
487|SAMSUNG A10  |354044111455374/01|200|330|ŁADOWARKA|0|06.07.2021|16.07.2021||NIE|
488|SAMSUNG A6 18  |351715106506874/01|220|400|NIC|0|06.07.2021|12.08.2021||NIE|
489|MŁOT BOSCH GSH 7 VC |702000540|690|950|KPL|0|06.07.2021|15.02.2022||NIE|
490|IPAD MINI |DMPF31KXLM93|750|750|KPL|0|06.07.2021|27.01.2022||NIE|
491|Bransoletka złota 2,06gr|76/07/21|250|370|x|0|06.07.2021|20.08.2021|61|NIE|
492|Bransoletka złota 2,06gr|76/07/21|250|340||0|06.07.2021|19.07.2021|62|NIE|
493|Bransoletka złota 2,06 gr|76/07/21|250|370||0|06.07.2021|11.08.2021|63|NIE|
494|Bransoletka złota 2,06 gr|76/07/21|250|340|x|0|06.07.2021|27.08.2021|64|NIE|
495|REDMI 9C NFC | 860313053456378 |300|390|KPL|0|07.07.2021|17.07.2021||NIE|
496|SAMSUNG A41|354146111012665/01|450|750|KPL|0|08.07.2021|26.08.2021||NIE|
497|samsung s8+|354358084726433|120|490|KPL|0|08.07.2021|19.07.2021|PLAMKA NA LCD MAŁA|NIE|
498|REDMI 9|868541055326882|250|520|KPL|0|08.07.2021|09.07.2021||NIE|
499|SAMSUNG A51 | 351017182519255/01|400|820|KPL|0|08.07.2021|28.07.2021||NIE|
500|SAMSUNG A51|351017187765382/01|450|790|KPL|0|08.07.2021|02.08.2021||NIE|
501|HAMMER ENERGY 18X9 |359456091525668|350|450|KPL|0|08.07.2021|12.07.2021||NIE|
502|HUAWEI P30 LITE |869681045458020|150|430|KPL|0|08.07.2021|09.07.2021||NIE|
503|REDMI NOTE 9 | 867678055610369|200|380|KPL|0|08.07.2021|19.07.2021||NIE|
504|redmi 9c|868206058259015/78|300|380|kpl|0|08.07.2021|15.07.2021||NIE|
505|Huawei P40 lite |866713058544686|250|460|kpl|0|08.07.2021|26.07.2021||NIE|
506| huawei p 40 lite| 866713055356894|250|480|kpl|0|08.07.2021|09.08.2021||NIE|
507|BROŃ J.G.WORKS  |2422995618000515|300|460|KPL|0|08.07.2021|28.08.2021||NIE|
508|DESKOROLKA ELEKTRYCZNA FITCRAFT|  FTKTTM65BLKNG|150|270|KPL|0|08.07.2021|12.08.2021||NIE|
509|huawei psmart21|867229051997317|250|450|KPL|0|08.07.2021|26.07.2021||NIE|
510|psmart21|867229052018220|250|470|KPL|0|08.07.2021|09.08.2021||NIE|
511|OPPO A15 |869923051026758 |250|310|KPL|0|08.07.2021|09.07.2021||NIE|
512|OPPO A31|860888041142271 |200|350|KPL|0|08.07.2021|22.10.2021||NIE|
513|PROSTOWNIK KUKLA BK1210 |60335229|50|50|NIC|0|08.07.2021|16.09.2021||NIE|
514|SAMSUNG A40 | 3572871035452687|150|400|KPL|0|08.07.2021|21.07.2021||NIE|
515|Samsung ue48j6300aw  | 07as3sag902055e|400|850|PILOT |0|08.07.2021|20.07.2021||NIE|
516|Xiaomi redmi 8| 863298041063435|350|450|KPL|0|08.07.2021|22.07.2021||NIE|
517|IPHONE 7|359210079385771|300|610|TEL|0|08.07.2021|16.07.2021||NIE|
518|lg k10 2017|354947083374110 |80|230|tel|0|09.07.2021|14.07.2021||NIE|
519|HP 255 G7| CND93558TK|500|830|NIC|0|09.07.2021|16.08.2021||NIE|
520|REDMI NOTE 9T 5G| 860384051597620 |300|870|KPL|0|09.07.2021|18.08.2021||NIE|
521|IPHONE X|356719088558577|960|1200|KPL|0|09.07.2021|09.07.2021||NIE|
522|iphone 7 plus|355347082053352|550|690|tel|0|09.07.2021|17.07.2021||NIE|
523|PS4| 03274523955905358|550|790|PAD+OKABLOWANIE|0|09.07.2021|21.07.2021||NIE|
524|PAD DO PS4 |16110650034635|70|120|NIC|0|09.07.2021|31.07.2021||NIE|
525|HATSAN MOD95 |050906585 |180||NIC|1|10.07.2021|||TAK|
526|SAMSUNG XCOVER 3 | 358508072225261/01|100|100|NIC|0|10.07.2021|10.09.2021||NIE|
527|XBOX 360  |069292712509 |170|270|PAD + OKABLOWANIE+ MIKROFON |0|12.07.2021|02.09.2021||NIE|
528|SONY Z|355762058175825 |200|200|KPL|0|12.07.2021|24.03.2022||NIE|
529|LG LEON|359859061716003  |60|60|KPL|0|12.07.2021|12.07.2021||NIE|
530|GARETT WOMEN |BRAK|140|150|KPL|0|12.07.2021|13.07.2021||NIE|
531|REDMI 4X| 863060034353888|150|240|ŁADOWARKA|0|12.07.2021|12.07.2021||NIE|
532|samsung ue55ru7172|0ebv3hbm902082|1200|1490|KPL|0|12.07.2021|12.07.2021||NIE|
533|SAMSUNG S8| 359040085825613/01|500|690|KPL|0|12.07.2021|26.07.2021||NIE|
534|WKRĘTARKA MAKITA DF333D |012432|250||WALIZKA ŁADOWARKA + 2AKU |1|13.07.2021|||TAK|
535|bosch gsr 1080-2li|510002770|150|330|WALIZKA ŁADOWARKA + 2AKU|0|13.07.2021|13.08.2021||NIE|
536|ALCATEL 3X|358401101310181|150|300|KPL|0|13.07.2021|22.10.2021||NIE|
537|airpods a2032|h0rc5a3xlx2y|150|250|KPL|0|13.07.2021|10.08.2021||NIE|
538|hp 255 g7|cnd93558jl|400|830|ŁADOWARKA|0|13.07.2021|18.08.2021||NIE|
539|TABLET LENOVO TAB M10|HGAK2ZVD 81|350|450|KPL|0|13.07.2021|13.08.2021||NIE|
540|Nokia 5|353403030201459|150|290|tel|0|13.07.2021|06.11.2021||NIE|
541|samsung galaxy j3 2016|353770090532947|100|230|kpl|0|13.07.2021|16.07.2021||NIE|
542|XBOX ONE X|018307173517|500|950|pudło pad|0|13.07.2021|04.11.2021||NIE|
543|KINECT XBOX360 |125756203535|30|||1|13.07.2021|||TAK|
544|PAD XBOX 360|158/07|30|60||0|13.07.2021|01.09.2021||NIE|
545|SAMSUNG GALAXY A6 |355612090570865|50|50||0|13.07.2021|26.10.2021|USZKODZONY |NIE|
546|REALME 7 5G|861249052818995 KPL|350|600|KPL|0|13.07.2021|13.07.2021||NIE|
547|IPHONE XS|57226092977768|500||TEL|1|14.07.2021|||TAK|
548|PIERŚCIONEK ZŁOTY 1,16 GR|194/07|130|210||0|15.07.2021|21.07.2021|65|NIE|
549|MI9T | 862770042577903|550|670|KPL|0|15.07.2021|29.11.2021||NIE|
550|MI NOTE 10 PRO| 862545042357898/00|800|1350|KPL|0|15.07.2021|09.08.2021||NIE|
551|ACER ASPIRE F5-573-52M7|NXGD4EP0136420802B7600|600|1440|nic|0|15.07.2021|02.09.2021||NIE|
552|ZAWIESZKA ZŁOTA 0,95GR|214/07|110|||1|16.07.2021||66|TAK|
553|ZŁOTY ŁAŃCUSZEK 3,89 GR |214/07|470|680||0|16.07.2021|26.07.2021|67|NIE|
554|KOŁCZYKI ZŁOTE 1,58GR|215/07|100|190||0|16.07.2021|22.07.2021|68|NIE|
555|ROUTER ALCATEL HH71V1|358341100247978|70|160|NIC|0|16.07.2021|31.12.2021||NIE|
556|APPLE IPHONE SE 2020|356782111320555|999|1400|KPL|0|17.07.2021|13.08.2021||NIE|
557|DELL G5 5587|26006950982|1800|2500|ŁAD|0|17.07.2021|21.10.2021||NIE|
558|SAMSUNG GALAXY WATCH|R5AMB09K4HM|250|500|KPL|0|17.07.2021|24.12.2021||NIE|
559|SAMSUNG j3 2017|358870086666926/01|130|130|ŁADOWARKA|0|19.07.2021|21.01.2022||NIE|
560|XIAOMI REDMI NOTE 7  |865349041060711|250|370|ŁADOWARKA|0|19.07.2021|30.07.2021||NIE|
561|IPHONE XS MAX|357281094200867|550||TEL|1|19.07.2021||USZKODZONY|TAK|
562|HUAWEI MATE 20 LITE|861523047377808|300|400|KPL|0|20.07.2021|06.08.2021||NIE|
563|SAMSUNG A40 |354878111674744/01 |250|390|KPL|0|20.07.2021|23.07.2021||NIE|
564|redmi 6a |863956042953629|260|350|kpl|0|21.07.2021|21.07.2021||NIE|
565|motorola g8 power|359095100851713|350|480|kpl|0|21.07.2021|31.07.2021||NIE|
566|huawei mate 20 pro|869410034361429|700|920|kpl|0|21.07.2021|27.07.2021||NIE|
567|samsung galaxy s3 frontier|frontier r5aj603weyx|330|400|kpl|0|22.07.2021|27.07.2021||NIE|
568|huawei p8 lite|865868034477178|100|250|tel|0|22.07.2021|30.07.2021||NIE|
569|huawei watch gt2 46 mm|fepbb21320100862|300|410|kpl|0|23.07.2021|28.07.2021||NIE|
570|samsung s8|356808093919690/01|100||tel|1|23.07.2021|||TAK|
571|samsung s9 plus|356626099063028|500|700|kpl|0|23.07.2021|27.08.2021||NIE|
572|IPHONE 6S|355767072574309|200|390|tel|0|23.07.2021|01.09.2021||NIE|
573|samsung a40|357287107929376|170|410|tel|0|23.07.2021|11.12.2021||NIE|
574|hauwei p9 lite 2017|866386037272370|118|250|tel|0|23.07.2021|11.10.2021||NIE|
575|ZESTAW WIERTŁA MAKITAWALIZKA |x|50|50|walizka|0|23.07.2021|23.07.2021||NIE|
576|neotools zestaw kluczy |x|100|100|walizka|0|23.07.2021|23.07.2021||NIE|
577|lg q6 | 358232085226457|200|350|kpl|0|24.07.2021|25.09.2021||NIE|
578|samsung s5610|355264052179432,|40|100|tel|0|24.07.2021|16.11.2021||NIE|
579|kosa saplinowa go on bc430|bc430 2018120490|160|260|KPL|0|26.07.2021|29.07.2021||NIE|
580|samsung a02s|3545109135380013|400|510|KPL|0|26.07.2021|27.07.2021||NIE|
581|SAMSUNG A51|355462117944549|340|690|KPL|0|26.07.2021|24.09.2021||NIE|
582|IPHONE X|35485909312941|400||TEL|1|26.07.2021|||TAK|
583|SAMSUNG GALAXY A6+|351918103250377|300|390|KPL|0|26.07.2021|07.08.2021||NIE|
584|SAMSUNG G-B2710 |35664906067468/0 |80|120|ŁADOWARKA |0|27.07.2021|08.12.2021||NIE|
585|SAMSUNG S10+ |357285106030162/01 |850|950|KPL|0|27.07.2021|24.09.2021||NIE|
586|BRANSOLETKA ZŁOTA 1,61GR |333/07|190|||1|27.07.2021||67|TAK|
587|IPHONE 7 |355317084024891  |200|530|KPL|0|28.07.2021|15.12.2021||NIE|
588|MOTOROLA MOTO E7 POWER |355496720785832|300|400|KPL|0|28.07.2021|02.08.2021||NIE|
